sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
252_NB--t3,,252,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264_NB--t3,,264,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300_NB--t3,,300,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312_NB--t3,,312,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324_NB--t3,,324,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352_NB--t3,,352,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t3,swab_blank,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_NB--t4,,12,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_NB--t4,,36,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_NB--t4,,48,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_NB--t4,,60,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72_NB--t4,,72,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84_NB--t4,,84,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96_NB--t4,,96,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_NB--t4,,108,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t4,swab_blank,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-SW_IH-IH-A-t3,,29,water_inflow_IHA_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_inflow,,,inflow,ambient,inflow,IH,A,t3,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-SW_IH-IH-B-t3,,30,water_inflow_IHB_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_inflow,,,inflow,ambient,inflow,IH,B,t3,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-SW_IH-IH-C-t3,,31,water_inflow_IHC_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_inflow,,,inflow,ambient,inflow,IH,C,t3,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-SW_CT-15-A-t1,,1,water_controltank_15A_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,A,t1,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-SW_CT-15-A-t3,,3,water_controltank_15A_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,A,t3,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-SW_CT-15-A-t4,,5,water_controltank_15A_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,A,t4,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-SW_CT-15-B-t1,,2,water_controltank_15B_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,B,t1,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-SW_CT-15-B-t3,,4,water_controltank_15B_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,B,t3,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-SW_CT-15-B-t4,,6,water_controltank_15B_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,B,t4,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-SW_CT-15-C-t1,,21,water_controltank_15C_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,C,t1,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-SW_CT-15-C-t3,,22,water_controltank_15C_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,C,t3,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-SW_CT-15-C-t4,,19,water_controltank_15C_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_controltank,,True,control,ambient,control,15,C,t4,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-SW_w10n-3--t3,,23,water_wild10nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild10nat,,,wild,10,nat,3,,t3,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-SW_w10n-6--t3,,24,water_wild10nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild10nat,,,wild,10,nat,6,,t3,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-SW_w10n-35--t3,,25,water_wild10nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild10nat,,,wild,10,nat,35,,t3,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-SW_w10d-18--t3,,33,water_wild10disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild10disr,,,wild,10,disr,18,,t3,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-SW_w10d-31--t3,,34,water_wild10disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild10disr,,,wild,10,disr,31,,t3,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-SW_w10d-36--t3,,45,water_wild10disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild10disr,,,wild,10,disr,36,,t3,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-SW_c10n-20--t3,,35,water_cult10nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult10nat,,,cult,10,nat,20,,t3,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-SW_c10n-28--t3,,36,water_cult10nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult10nat,,,cult,10,nat,28,,t3,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-SW_c10n-29--t3,,46,water_cult10nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult10nat,,,cult,10,nat,29,,t3,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-SW_w14n-17--t3,,37,water_wild14nat_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14nat,,,wild,14,nat,17,,t3,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-SW_w14n-24--t3,,38,water_wild14nat_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14nat,,,wild,14,nat,24,,t3,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-SW_w14n-37--t3,,47,water_wild14nat_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14nat,,,wild,14,nat,37,,t3,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-SW_w14d-14--t3,,39,water_wild14disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14disr,,,wild,14,disr,14,,t3,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-SW_w14d-21--t3,,40,water_wild14disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14disr,,,wild,14,disr,21,,t3,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-SW_w14d-33--t3,,48,water_wild14disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild14disr,,,wild,14,disr,33,,t3,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-SW_w18n-10--t3,,41,water_wild18nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild18nat,,,wild,18,nat,10,,t3,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-SW_w18n-26--t3,,49,water_wild18nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild18nat,,,wild,18,nat,26,,t3,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-SW_w18n-39--t3,,50,water_wild18nat_DNA16S_nan,False,True,True,True,False,true sample,sterivex,water_wild18nat,,,wild,18,nat,39,,t3,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-SW_w18d-1--t3,,42,water_wild18disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild18disr,,,wild,18,disr,1,,t3,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-SW_w18d-23--t3,,43,water_wild18disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild18disr,,,wild,18,disr,23,,t3,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-SW_w18d-38--t3,,51,water_wild18disr_DNA16S_nan,False,False,True,True,False,true sample,sterivex,water_wild18disr,,,wild,18,disr,38,,t3,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-SW_c18n-9--t3,,26,water_cult18nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult18nat,,,cult,18,nat,9,,t3,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-SW_c18n-25--t3,,27,water_cult18nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult18nat,,,cult,18,nat,25,,t3,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-SW_c18n-34--t3,,28,water_cult18nat_DNA16S_nan,False,True,False,True,False,true sample,sterivex,water_cult18nat,,,cult,18,nat,34,,t3,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-SW_NB---t3,,32,blank,False,True,True,True,False,control blank,sterivex,sterivexfilter_blank,,True,blank,blank,blank,blank,blank,t3,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-SW_NB---t3,,44,blank,False,True,True,True,False,control blank,sterivex,sterivexfilter_blank,,True,blank,blank,blank,blank,blank,t3,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-SW_NB---t3,,52,blank,False,True,True,True,False,control blank,sterivex,sterivexfilter_blank,,True,blank,blank,blank,blank,blank,t3,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-SW_NB---t4,,20,blank,False,True,True,True,False,control blank,sterivex,sterivexfilter_blank,,True,blank,blank,blank,blank,blank,t4,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC_plate1,,,NTCtest_DNA16S_nan,False,True,True,True,False,control blank,NTCtest,NTCtest,,,ntc,NTC,ntc,NTC,NTC,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC_plate2,,,NTCtest_DNA16S_nan,False,True,True,True,False,control blank,NTCtest,NTCtest,,,ntc,NTC,ntc,NTC,NTC,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC_plate3,,,NTCtest_DNA16S_nan,False,True,True,True,False,control blank,NTCtest,NTCtest,,,ntc,NTC,ntc,NTC,NTC,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC_plate4,,,NTCtest_DNA16S_nan,False,True,True,True,False,control blank,NTCtest,NTCtest,,,ntc,NTC,ntc,NTC,NTC,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_w10n-3A-t1,,,kelp_wild10nat_3A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,A,t1,blade,385,3,,,,,,,,,,,,,,,0,0,2,50,5,,,present,,,7,38.9,2.87,15,16.9,,died_t3
X_w10n-3A-t2,,,kelp_wild10nat_3A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,A,t2,na,386,5,2,0.5,,,,,,,,,,,,,2,0,2,50,5,,,,,,,,,,,,died_t3
X_w10n-3A-t3,,,kelp_wild10nat_3A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,A,t3,blade,387,5.5,,,0.5,0.125,,,,,2.5,0.3125,,,,,50,0,2,50,5,,0.776,,0,0.4,,,,,,,died_t3
X_w10n-3A-t4,,,kelp_wild10nat_3A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,A,t4,mixed (bl/bu),388,,,,,,,,,,,,,,,,5,0,2,50,5,,,present,,,,,,,,17.7,died_t3
X_w10n-3C-t1,,,kelp_wild10nat_3C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,C,t1,blade,390,3,,,,,,,,,,,,,,,0,0,1,40,5,,,present,,,9.5,41.3,6.93,25,6.8,,died_t3
X_w10n-3C-t2,,,kelp_wild10nat_3C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,C,t2,na,391,6,3,0.75,,,,,,,,,,,,,1,0,1,40,5,,,,,,,,,,,,died_t3
X_w10n-3C-t3,,,kelp_wild10nat_3C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,C,t3,blade,392,5.5,,,-0.5,-0.125,,,,,2.5,0.3125,,,,,40,0,1,40,5,,0.69,,0,0.61,,,,,,,died_t3
X_w10n-3C-t4,,,kelp_wild10nat_3C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,3,C,t4,blade,393,,,,,,,,,,,,,,,,5,0,1,40,5,0.08,,present,,,,,,,,6.5,died_t3
X_w10n-3E-t1,,,kelp_wild10nat_3E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,E,t1,blade,395,3,,,,,,,,,,,,,,,0,0,0,0,1,,,present,,,6,46,2.27,17,23,,survived_t4
X_w10n-3E-t2,,,kelp_wild10nat_3E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,E,t2,na,396,7,4,1,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,survived_t4
X_w10n-3E-t3,,,kelp_wild10nat_3E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,E,t3,blade,397,9.5,,,2.5,0.625,,,,,6.5,0.8125,,,,,0,0,0,0,1,,0.725,,0,0.33,,,,,,,survived_t4
X_w10n-3E-t4,,,kelp_wild10nat_3E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,E,t4,blade,398,11.5,,,,,2,2,0.666666667,0.666666667,,,8.5,8.5,0.772727273,0.772727273,1,0,0,0,1,0.06,,,,,,,,,,23.7,survived_t4
X_w10n-6A-t1,,,kelp_wild10nat_6A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,A,t1,blade,400,3,,,,,,,,,,,,,,,0,0,0,2,0,,,absent,,,9.7,20.3,1.15,4.5,6.1,,survived_t4
X_w10n-6A-t2,,,kelp_wild10nat_6A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,A,t2,na,401,8,5,1.25,,,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,survived_t4
X_w10n-6A-t3,,,kelp_wild10nat_6A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,A,t3,blade,402,10.5,,,2.5,0.625,,,,,7.5,0.9375,,,,,2,0,0,2,0,,0.751,,0,0.23,,,,,,,survived_t4
X_w10n-6A-t4,,,kelp_wild10nat_6A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,A,t4,blade,403,11,,,,,0.5,0.5,0.166666667,0.166666667,,,8,8,0.727272727,0.727272727,0,0,0,2,0,0.04,,,,,,,,,,7.2,survived_t4
X_w10n-6C-t1,,,kelp_wild10nat_6C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,C,t1,blade,405,3,,,,,,,,,,,,,,,0,0,0,2,2,,,present,,,24.5,57.9,5.47,18,15.4,,survived_t4
X_w10n-6C-t2,,,kelp_wild10nat_6C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,C,t2,na,406,8.5,5.5,1.375,,,,,,,,,,,,,0,0,0,2,2,,,,,,,,,,,,survived_t4
X_w10n-6C-t3,,,kelp_wild10nat_6C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,C,t3,blade,407,13.5,,,5,1.25,,,,,10.5,1.3125,,,,,2,0,0,2,2,,0.78,,0,2.1,,,,,,,survived_t4
X_w10n-6C-t4,,,kelp_wild10nat_6C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,C,t4,blade,408,19.5,,,,,6,6,2,2,,,16.5,16.5,1.5,1.5,2,0,0,2,2,0.06,,present,,,,,,,,22.5,survived_t4
X_w10n-6E-t1,,,kelp_wild10nat_6E_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,E,t1,blade,410,3,,,,,,0,,0,,,,,,,0,0,1,2,1,,,absent,,,17,41.3,3.84,17,7.3,,survived_t4
X_w10n-6E-t2,,,kelp_wild10nat_6E_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,E,t2,na,411,7,4,1,,,,0,,0,,,,,,,1,0,1,2,1,,,,,,,,,,,,survived_t4
X_w10n-6E-t3,,,kelp_wild10nat_6E_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,E,t3,blade,412,11.5,,,4.5,1.125,,0,,0,8.5,1.0625,,8.5,,1.0625,2,0,1,2,1,,0.768,,0,1.66,,,,,,,survived_t4
X_w10n-6E-t4,,,kelp_wild10nat_6E_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,E,t4,blade,413,10.5,,,,,-1,0,-0.333333333,0,,,7.5,,0.681818182,,1,0,1,2,1,0.07,,present,,,,,,,,8,survived_t4
X_w10n-22A-t1,,,kelp_wild10nat_22A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,A,t1,blade,415,3,,,,,,,,,,,,,,,0,0,5,70,50,,,present,,,10,49.9,4.07,17.5,22.4,,died_t2
X_w10n-22A-t2,,,kelp_wild10nat_22A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,A,t2,na,416,3.5,0.5,0.125,,,,,,,,,,,,,5,0,5,70,50,,,,,,,,,,,,died_t2
X_w10n-22A-t3,,,kelp_wild10nat_22A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,A,t3,blade,417,,,,,,,,,,,,,,,,70,0,5,70,50,,0.699,,0,0.13,,,,,,,died_t2
X_w10n-22A-t4,,,kelp_wild10nat_22A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,A,t4,bulb,418,,,,,,,,,,,,,,,,50,0,5,70,50,,,present,,,,,,,,22.6,died_t2
X_w10n-22D-t1,,,kelp_wild10nat_22D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,D,t1,blade,421,3,,,,,,,,,,,,,,,0,0,90,90,5,,,absent,,,16.3,35,2.27,10.5,8.2,,died_t2
X_w10n-22D-t2,,,kelp_wild10nat_22D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,D,t2,na,422,3,0,0,,,,,,,,,,,,,90,0,90,90,5,,,,,,,,,,,,died_t2
X_w10n-22D-t3,,,kelp_wild10nat_22D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,D,t3,mixed (bl/bu),423,,,,,,,,,,,,,,,,90,0,90,90,5,,0.703,,0,0.13,,,,,,,died_t2
X_w10n-22D-t4,,,kelp_wild10nat_22D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,D,t4,mixed (bl/bu),424,,,,,,,,,,,,,,,,5,0,90,90,5,,,present,,,,,,,,8.6,died_t2
X_w10n-22F-t1,,,kelp_wild10nat_22F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,F,t1,blade,426,3,,,,,,,,,,,,,,,0,0,5,40,3,,,absent,,,18.5,76.6,8.12,20.5,37.6,,survived_t4
X_w10n-22F-t2,,,kelp_wild10nat_22F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,F,t2,na,427,4,1,0.25,,,,,,,,,,,,,5,0,5,40,3,,,,,,,,,,,,survived_t4
X_w10n-22F-t3,,,kelp_wild10nat_22F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,F,t3,blade,428,4.5,,,0.5,0.125,,,,,1.5,0.1875,,,,,40,0,5,40,3,,0.727,,0,0.46,,,,,,,survived_t4
X_w10n-22F-t4,,,kelp_wild10nat_22F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,F,t4,blade,429,4.5,,,,,0,0,0,0,,,1.5,1.5,0.136363636,0.136363636,3,0,5,40,3,0.07,,,,,,,,,,37.9,survived_t4
X_w10n-35A-t1,,,kelp_wild10nat_35A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,A,t1,blade,430,3,,,,,,,,,,,,,,,0,0,2,30,5,,,present,,,14,47.9,4.22,17,16.9,,died_t3
X_w10n-35A-t2,,,kelp_wild10nat_35A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,A,t2,na,431,4,1,0.25,,,,,,,,,,,,,2,0,2,30,5,,,,,,,,,,,,died_t3
X_w10n-35A-t3,,,kelp_wild10nat_35A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,A,t3,blade,432,5,,,1,0.25,,,,,2,0.25,,,,,30,0,2,30,5,,0.778,,0,0.99,,,,,,,died_t3
X_w10n-35A-t4,,,kelp_wild10nat_35A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,A,t4,blade,433,,,,,,,,,,,,,,,,5,0,2,30,5,,,present,,,,,,,,17.5,died_t3
X_w10n-35D-t1,,,kelp_wild10nat_35D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,D,t1,blade,436,3,,,,,,,,,,,,,,,0,0,1,7,15,,,present,,,15,67.9,9.37,25.5,27.4,,died_t3
X_w10n-35D-t2,,,kelp_wild10nat_35D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,D,t2,na,437,5,2,0.5,,,,,,,,,,,,,1,0,1,7,15,,,,,,,,,,,,died_t3
X_w10n-35D-t3,,,kelp_wild10nat_35D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,D,t3,blade,438,9,,,4,1,,,,,6,0.75,,,,,7,0,1,7,15,,0.749,,0,1.39,,,,,,,died_t3
X_w10n-35D-t4,,,kelp_wild10nat_35D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,35,D,t4,blade,439,,,,,,,,,,,,,,,,15,0,1,7,15,0.08,,present,,,,,,,,31,died_t3
X_w10n-35E-t1,,,kelp_wild10nat_35E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,E,t1,blade,440,3,,,,,,,,,,,,,,,0,0,2,7,15,,,present,,,16.8,44.9,4.17,13.5,14.6,,survived_t4
X_w10n-35E-t2,,,kelp_wild10nat_35E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,E,t2,na,441,7,4,1,,,,,,,,,,,,,2,0,2,7,15,,,,,,,,,,,,survived_t4
X_w10n-35E-t3,,,kelp_wild10nat_35E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,E,t3,blade,442,7.5,,,0.5,0.125,,,,,4.5,0.5625,,,,,7,0,2,7,15,,0.747,,0,0.58,,,,,,,survived_t4
X_w10n-35E-t4,,,kelp_wild10nat_35E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,E,t4,blade,443,15.5,,,,,8,8,2.666666667,2.666666667,,,12.5,12.5,1.136363636,1.136363636,15,0,2,7,15,0.07,,present,,,,,,,,15.9,survived_t4
X_w10n-40D-t1,,,kelp_wild10nat_40D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,D,t1,blade,448,3,,,,,,,,,,,,,,,0,0,50,90,95,,,present,,,12.5,57.6,5.72,22.5,22.6,,died_t2
X_w10n-40D-t2,,,kelp_wild10nat_40D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,D,t2,na,449,4,1,0.25,,,,,,,,,,,,,50,0,50,90,95,,,,,,,,,,,,died_t2
X_w10n-40D-t3,,,kelp_wild10nat_40D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,D,t3,mixed (bl/bu),450,,,,,,,,,,,,,,,,90,0,50,90,95,,na,,0,0,,,,,,,died_t2
