sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
X_w18n-39A-t3,,,kelp_wild18nat_39A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild18nat,t2,True,wild,18,nat,39,A,t3,blade,616,,,,,,,,,,,,,,,,20,0,50,20,50,,0.696,,0,0.73,,,,,,,died_t2
X_w18n-39A-t4,,,kelp_wild18nat_39A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild18nat,t2,True,wild,18,nat,39,A,t4,mixed (bu/bl),617,,,,,,,,,,,,,,,,50,0,50,20,50,,,present,,,,,,,,11.2,died_t2
X_w18n-39C-t1,,,kelp_wild18nat_39C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,39,C,t1,blade,619,3,,,,,,,,,,,,,,,0,0,0,60,40,,,present,,,9,43.1,4.15,18,16.1,,died_t3
X_w18n-39C-t2,,,kelp_wild18nat_39C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,39,C,t2,na,620,5,2,0.5,,,,,,,,,,,,,0,0,0,60,40,,,,,,,,,,,,died_t3
X_w18n-39C-t3,,,kelp_wild18nat_39C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,39,C,t3,blade,621,5,,,0,0,,,,,2,0.25,,,,,60,0,0,60,40,,0.681,,0,1.12,,,,,,,died_t3
X_w18n-39C-t4,,,kelp_wild18nat_39C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,39,C,t4,blade,622,,,,,,,,,,,,,,,,40,0,0,60,40,,,present,,,,,,,,17.2,died_t3
X_w18n-39E-t1,,,kelp_wild18nat_39E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,39,E,t1,blade,624,3,,,,,,,,,,,,,,,0,0,5,75,60,,,present,,,11,37.6,3.08,14.5,12.1,,survived_t4
X_w18n-39E-t2,,,kelp_wild18nat_39E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,39,E,t2,na,625,6,3,0.75,,,,,,,,,,,,,5,0,5,75,60,,,,,,,,,,,,survived_t4
X_w18n-39E-t3,,,kelp_wild18nat_39E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,39,E,t3,blade,626,5.5,,,-0.5,-0.125,,,,,2.5,0.3125,,,,,75,0,5,75,60,,0.751,,0,0.84,,,,,,,survived_t4
X_w18n-39E-t4,,,kelp_wild18nat_39E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,39,E,t4,blade,627,6,,,,,0.5,0.5,0.166666667,0.166666667,,,3,3,0.272727273,0.272727273,60,0,5,75,60,0.07,,present,,,,,,,,13,survived_t4
X_w18d-1A-t1,,,kelp_wild18disr_1A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,A,t1,blade,629,3,,,,,,,,,,,,,,,0,0,80,95,50,,,absent,,,15.1,69.6,5.29,17,37.5,,died_t3
X_w18d-1A-t2,,,kelp_wild18disr_1A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,A,t2,na,630,6.5,3.5,0.875,,,,,,,,,,,,,80,0,80,95,50,,,,,,,,,,,,died_t3
X_w18d-1A-t3,,,kelp_wild18disr_1A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,A,t3,blade,631,6.5,,,0,0,,,,,3.5,0.4375,,,,,95,0,80,95,50,,0.865,,0,0.75,,,,,,,died_t3
X_w18d-1A-t4,,,kelp_wild18disr_1A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,A,t4,mixed (bl/bu),632,,,,,,,,,,,,,,,,50,0,80,95,50,,,present,,,,,,,,38.1,died_t3
X_w18d-1B-t1,,,kelp_wild18disr_1B_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,B,t1,blade,633,3,,,,,,,,,,,,,,,0,0,65,90,,,,absent,,,8.7,28.4,2.11,11,8.7,,died_t3
X_w18d-1B-t2,,,kelp_wild18disr_1B_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,B,t2,na,634,3.5,0.5,0.125,,,,,,,,,,,,,65,0,65,90,,,,,,,,,,,,,died_t3
X_w18d-1B-t3,,,kelp_wild18disr_1B_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,B,t3,blade,635,4.5,,,1,0.25,,,,,1.5,0.1875,,,,,90,0,65,90,,,0.787,,0,1.2,,,,,,,died_t3
X_w18d-1B-t4,,,kelp_wild18disr_1B_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,1,B,t4,bulb,636,,,,,,,,,,,,,,,,na,0,65,90,,,,present,,,,,,,,8.9,died_t3
X_w18d-1D-t1,,,kelp_wild18disr_1D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,1,D,t1,blade,638,3,,,,,,,,,,,,,,,0,0,15,80,90,,,absent,,,11.5,36.1,2.78,12,12.6,,survived_t4
X_w18d-1D-t2,,,kelp_wild18disr_1D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,1,D,t2,na,639,5,2,0.5,,,,,,,,,,,,,15,0,15,80,90,,,,,,,,,,,,survived_t4
X_w18d-1D-t3,,,kelp_wild18disr_1D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,1,D,t3,blade,640,6,,,1,0.25,,,,,3,0.375,,,,,80,0,15,80,90,,0.814,,0,0.7,,,,,,,survived_t4
X_w18d-1D-t4,,,kelp_wild18disr_1D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,1,D,t4,blade,641,6,,,,,0,0,0,0,,,3,3,0.272727273,0.272727273,90,0,15,80,90,,,present,,,,,,,,12.9,survived_t4
X_w18d-7A-t1,,,kelp_wild18disr_7A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,A,t1,blade,644,2,,,,,,,,,,,,,,,0,0,95,95,95,,,absent,,,3.6,30.9,1.01,8,19.3,,died_t3
X_w18d-7A-t2,,,kelp_wild18disr_7A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,A,t2,na,645,2.5,0.5,0.125,,,,,,,,,,,,,95,0,95,95,95,,,,,,,,,,,,died_t3
X_w18d-7A-t3,,,kelp_wild18disr_7A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,A,t3,mixed (bu/bl),646,2.5,,,0,0,,,,,0.5,0.0625,,,,,95,0,95,95,95,,na,,0,0,,,,,,,died_t3
X_w18d-7A-t4,,,kelp_wild18disr_7A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,A,t4,bulb,647,,,,,,,,,,,,,,,,95,0,95,95,95,,,,,,,,,,,18.7,died_t3
X_w18d-7D-t1,,,kelp_wild18disr_7D_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,7,D,t1,blade,650,3,,,,,,,,,,,,,,,0,0,90,50,,,,absent,,,16.2,45.5,3.03,13.5,15.8,,died_t2
X_w18d-7D-t2,,,kelp_wild18disr_7D_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,7,D,t2,na,651,5,2,0.5,,,,,,,,,,,,,90,0,90,50,,,,,,,,,,,,,died_t2
X_w18d-7D-t3,,,kelp_wild18disr_7D_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,7,D,t3,blade,652,,,,,,,,,,,,,,,,50,0,90,50,,,0.798,,0,0.75,,,,,,,died_t2
X_w18d-7D-t4,,,kelp_wild18disr_7D_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,7,D,t4,bulb,653,,,,,,,,,,,,,,,,na,0,90,50,,,,present,,,,,,,,16.6,died_t2
X_w18d-7E-t1,,,kelp_wild18disr_7E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,E,t1,blade,654,3,,,,,,,,,,,,,,,0,0,90,95,,,,absent,,,4.8,32.2,1.68,13.5,13.9,,died_t3
X_w18d-7E-t2,,,kelp_wild18disr_7E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,E,t2,na,655,4,1,0.25,,,,,,,,,,,,,90,0,90,95,,,,,,,,,,,,,died_t3
X_w18d-7E-t3,,,kelp_wild18disr_7E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,E,t3,mixed (bu/bl),656,3,,,-1,-0.25,,,,,0,0,,,,,95,0,90,95,,,0.731,,0,0.3,,,,,,,died_t3
X_w18d-7E-t4,,,kelp_wild18disr_7E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,7,E,t4,bulb,657,,,,,,,,,,,,,,,,na,0,90,95,,0.06,,,,,,,,,,12.8,died_t3
X_w18d-11A-t1,,,kelp_wild18disr_11A_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,A,t1,blade,659,3,,,,,,,,,,,,,,,0,0,55,90,,,,absent,,,5.5,36.9,3.33,15,16.4,,died_t2
X_w18d-11A-t2,,,kelp_wild18disr_11A_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,A,t2,na,660,4,1,0.25,,,,,,,,,,,,,55,0,55,90,,,,,,,,,,,,,died_t2
X_w18d-11A-t3,,,kelp_wild18disr_11A_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,A,t3,blade,661,,,,,,,,,,,,,,,,90,0,55,90,,,0.821,,0,0.57,,,,,,,died_t2
X_w18d-11A-t4,,,kelp_wild18disr_11A_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,A,t4,bulb,662,,,,,,,,,,,,,,,,na,0,55,90,,,,present,,,,,,,,16.8,died_t2
X_w18d-11E-t1,,,kelp_wild18disr_11E_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,E,t1,blade,668,3,,,,,,,,,,,,,,,0,0,95,,,,,present,,,5.5,36.3,4.59,20,10.8,,died_t2
X_w18d-11E-t2,,,kelp_wild18disr_11E_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,E,t2,na,669,2.5,-0.5,-0.125,,,,,,,,,,,,,95,0,95,,,,,,,,,,,,,,died_t2
X_w18d-11E-t3,,,kelp_wild18disr_11E_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,E,t3,na,670,,,,,,,,,,,,,,,,na,0,95,,,,na,,0,0,,,,,,,died_t2
X_w18d-11E-t4,,,kelp_wild18disr_11E_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,E,t4,na,671,,,,,,,,,,,,,,,,na,0,95,,,,,na,,,,,,,,na,died_t2
X_w18d-11F-t1,,,kelp_wild18disr_11F_no_sequence_died_t1,False,False,True,False,False,,,kelp_wild18disr,t1,True,wild,18,disr,11,F,t1,blade,672,2,,,,,,,,,,,,,,,0,0,98,,,,,present,,,4.5,62.4,12.19,31.5,26.4,,died_t1
X_w18d-11F-t2,,,kelp_wild18disr_11F_no_sequence_died_t1,False,False,True,False,False,,,kelp_wild18disr,t1,True,wild,18,disr,11,F,t2,na,673,,,,,,,,,,,,,,,,98,0,98,,,,,,,,,,,,,,died_t1
X_w18d-11F-t3,,,kelp_wild18disr_11F_no_sequence_died_t1,False,False,True,False,False,,,kelp_wild18disr,t1,True,wild,18,disr,11,F,t3,na,674,,,,,,,,,,,,,,,,na,0,98,,,,na,,0,0,,,,,,,died_t1
X_w18d-11F-t4,,,kelp_wild18disr_11F_no_sequence_died_t1,False,False,True,False,False,,,kelp_wild18disr,t1,True,wild,18,disr,11,F,t4,na,675,,,,,,,,,,,,,,,,na,0,98,,,,,na,,,,,,,,na,died_t1
X_w18d-23B-t1,,,kelp_wild18disr_23B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,B,t1,blade,677,3,,,,,,0,,0,,,,,,,0,0,70,60,3,,,absent,,,21,40.7,4.48,12,7.7,,survived_t4
X_w18d-23B-t2,,,kelp_wild18disr_23B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,B,t2,na,678,7.5,4.5,1.125,,,,0,,0,,,,,,,70,0,70,60,3,,,,,,,,,,,,survived_t4
X_w18d-23B-t3,,,kelp_wild18disr_23B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,B,t3,blade,679,8,,,0.5,0.125,,0,,0,5,0.625,,5,,0.625,60,0,70,60,3,,0.795,,0,1.5,,,,,,,survived_t4
X_w18d-23B-t4,,,kelp_wild18disr_23B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,B,t4,blade,680,6,,,,,-2,0,-0.666666667,0,,,3,,0.272727273,,3,0,70,60,3,0.05,,present,,,,,,,,20.9,survived_t4
X_w18d-23D-t1,,,kelp_wild18disr_23D_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,D,t1,blade,682,3,,,,,,0,,0,,,,,,,0,0,55,50,30,,,present,,,10,64.4,3.99,22,32.4,,survived_t4
X_w18d-23D-t2,,,kelp_wild18disr_23D_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,D,t2,na,683,4.5,1.5,0.375,,,,0,,0,,,,,,,55,0,55,50,30,,,,,,,,,,,,survived_t4
X_w18d-23D-t3,,,kelp_wild18disr_23D_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,D,t3,blade,684,7,,,2.5,0.625,,0,,0,4,0.5,,4,,0.5,50,0,55,50,30,,0.841,,0,0.54,,,,,,,survived_t4
X_w18d-23D-t4,,,kelp_wild18disr_23D_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,D,t4,blade,685,6.5,,,,,-0.5,0,-0.166666667,0,,,3.5,,0.318181818,,30,0,55,50,30,0.07,,present,,,,,,,,34.3,survived_t4
X_w18d-23F-t1,,,kelp_wild18disr_23F_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,F,t1,blade,687,3,,,,,,,,,,,,,,,0,0,85,70,40,,,absent,,,16.2,58.1,4.66,15,26.9,,survived_t4
X_w18d-23F-t2,,,kelp_wild18disr_23F_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,F,t2,na,688,6,3,0.75,,,,,,,,,,,,,85,0,85,70,40,,,,,,,,,,,,survived_t4
X_w18d-23F-t3,,,kelp_wild18disr_23F_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,F,t3,blade,689,6,,,0,0,,,,,3,0.375,,,,,70,0,85,70,40,,0.83,,0,0.8,,,,,,,survived_t4
X_w18d-23F-t4,,,kelp_wild18disr_23F_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,F,t4,blade,690,6,,,,,0,0,0,0,,,3,3,0.272727273,0.272727273,40,0,85,70,40,0.07,,present,,,,,,,,29.2,survived_t4
X_w18d-38C-t1,,,kelp_wild18disr_38C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,C,t1,blade,693,3,,,,,,,,,,,,,,,0,0,40,45,40,,,present,,,21,43.1,3.23,12,10.1,,survived_t4
X_w18d-38C-t2,,,kelp_wild18disr_38C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,C,t2,na,694,9,6,1.5,,,,,,,,,,,,,40,0,40,45,40,,,,,,,,,,,,survived_t4
X_w18d-38C-t3,,,kelp_wild18disr_38C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,C,t3,blade,695,10.5,,,1.5,0.375,,,,,7.5,0.9375,,,,,45,0,40,45,40,,0.794,,0,1.27,,,,,,,survived_t4
X_w18d-38C-t4,,,kelp_wild18disr_38C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,C,t4,blade,696,13,,,,,2.5,2.5,0.833333333,0.833333333,,,10,10,0.909090909,0.909090909,40,0,40,45,40,0.06,,present,,,,,,,,13,survived_t4
X_w18d-38D-t1,,,kelp_wild18disr_38D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,D,t1,blade,697,3,,,,,,,,,,,,,,,0,0,10,45,25,,,present,,,7.5,49.6,3,14,28.1,,survived_t4
X_w18d-38D-t2,,,kelp_wild18disr_38D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,D,t2,na,698,5,2,0.5,,,,,,,,,,,,,10,0,10,45,25,,,,,,,,,,,,survived_t4
X_w18d-38D-t3,,,kelp_wild18disr_38D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,D,t3,blade,699,6,,,1,0.25,,,,,3,0.375,,,,,45,0,10,45,25,,0.784,,0,0.79,,,,,,,survived_t4
X_w18d-38D-t4,,,kelp_wild18disr_38D_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,D,t4,blade,700,6,,,,,0,0,0,0,,,3,3,0.272727273,0.272727273,25,0,10,45,25,0.06,,present,,,,,,,,28.2,survived_t4
X_w18d-38E-t1,,,kelp_wild18disr_38E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,38,E,t1,blade,701,3,,,,,,,,,,,,,,,0,0,30,70,60,,,absent,,,17,50.3,5.03,17,16.3,,died_t3
X_w18d-38E-t2,,,kelp_wild18disr_38E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,38,E,t2,na,702,6.5,3.5,0.875,,,,,,,,,,,,,30,0,30,70,60,,,,,,,,,,,,died_t3
X_w18d-38E-t3,,,kelp_wild18disr_38E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,38,E,t3,blade,703,7.5,,,1,0.25,,,,,4.5,0.5625,,,,,70,0,30,70,60,,0.735,,0,0.81,,,,,,,died_t3
X_w18d-38E-t4,,,kelp_wild18disr_38E_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,38,E,t4,blade,704,,,,,,,,,,,,,,,,60,0,30,70,60,,,,,,,,,,,18.2,died_t3
X_c18n-9A-t1,,,kelp_cult18nat_9A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,A,t1,blade,706,3,,,,,,,,,,,,,,,0,0,60,95,,,,absent,,,6,29.4,2.15,10,13.4,,died_t3
X_c18n-9A-t2,,,kelp_cult18nat_9A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,A,t2,na,707,5,2,0.5,,,,,,,,,,,,,60,0,60,95,,,,,,,,,,,,,died_t3
X_c18n-9A-t3,,,kelp_cult18nat_9A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,A,t3,mixed (bl/bu),708,3.5,,,-1.5,-0.375,,,,,0.5,0.0625,,,,,95,0,60,95,,,na,,0,0,,,,,,,died_t3
X_c18n-9A-t4,,,kelp_cult18nat_9A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,A,t4,bulb,709,,,,,,,,,,,,,,,,na,0,60,95,,,,,,,,,,,,13.4,died_t3
X_c18n-9C-t1,,,kelp_cult18nat_9C_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,C,t1,blade,712,3,,,,,,,,,,,,,,,na,,50,95,,,,absent,,,11,31.1,3.68,10,10.1,,died_t3
X_c18n-9C-t2,,,kelp_cult18nat_9C_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,C,t2,na,713,6.5,3.5,0.875,,,,,,,,,,,,,50,,50,95,,,,,,,,,,,,,died_t3
X_c18n-9C-t3,,,kelp_cult18nat_9C_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,C,t3,blade,714,4,,,-2.5,-0.625,,,,,1,0.125,,,,,95,,50,95,,,0.698,,0,0.31,,,,,,,died_t3
X_c18n-9C-t4,,,kelp_cult18nat_9C_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,C,t4,bulb,715,,,,,,,,,,,,,,,,na,,50,95,,,,,,,,,,,,10.5,died_t3
X_c18n-9F-t1,,,kelp_cult18nat_9F_no_sequence_died_t1,False,True,False,False,False,,,kelp_cult18nat,t1,True,cult,18,nat,9,F,t1,blade,720,3,,,,,,,,,,,,,,,0,0,95,95,,,,absent,,,5.5,67.5,8.28,40,22,,died_t1
X_c18n-9F-t2,,,kelp_cult18nat_9F_no_sequence_died_t1,False,True,False,False,False,,,kelp_cult18nat,t1,True,cult,18,nat,9,F,t2,na,721,,,,,,,,,,,,,,,,95,0,95,95,,,,,,,,,,,,,died_t1
X_c18n-9F-t3,,,kelp_cult18nat_9F_no_sequence_died_t1,False,True,False,False,False,,,kelp_cult18nat,t1,True,cult,18,nat,9,F,t3,mixed (bl/bu),722,,,,,,,,,,,,,,,,95,0,95,95,,,na,,0,0,,,,,,,died_t1
X_c18n-9F-t4,,,kelp_cult18nat_9F_no_sequence_died_t1,False,True,False,False,False,,,kelp_cult18nat,t1,True,cult,18,nat,9,F,t4,bulb,723,,,,,,,,,,,,,,,,na,0,95,95,,,,,,,,,,,,13.5,died_t1
X_c18n-25A-t1,,,kelp_cult18nat_25A_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,A,t1,blade,724,3,,,,,,,,,,,,,,,0,0,90,95,95,,,absent,,,7,23.4,2.21,6.5,9.9,,died_t2
X_c18n-25A-t2,,,kelp_cult18nat_25A_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,A,t2,na,725,3.5,0.5,0.125,,,,,,,,,,,,,90,0,90,95,95,,,,,,,,,,,,died_t2
X_c18n-25A-t3,,,kelp_cult18nat_25A_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,A,t3,mixed (bl/bu),726,,,,,,,,,,,,,,,,95,0,90,95,95,,na,,0,0,,,,,,,died_t2
X_c18n-25A-t4,,,kelp_cult18nat_25A_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,A,t4,mixed (bl/bu),727,,,,,,,,,,,,,,,,95,0,90,95,95,,,,,,,,,,,10,died_t2
X_c18n-25B-t1,,,kelp_cult18nat_25B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,B,t1,blade,728,3,,,,,,,,,,,,,,,0,0,10,95,95,,,absent,,,9.5,23.3,2.76,5,8.8,,died_t3
X_c18n-25B-t2,,,kelp_cult18nat_25B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,B,t2,na,729,4.5,1.5,0.375,,,,,,,,,,,,,10,0,10,95,95,,,,,,,,,,,,died_t3
X_c18n-25B-t3,,,kelp_cult18nat_25B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,B,t3,mixed (bl/bu),730,3.5,,,-1,-0.25,,,,,0.5,0.0625,,,,,95,0,10,95,95,,na,,0,0,,,,,,,died_t3
X_c18n-25B-t4,,,kelp_cult18nat_25B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,B,t4,bulb,731,,,,,,,,,,,,,,,,95,0,10,95,95,,,,,,,,,,,9,died_t3
X_c18n-25E-t1,,,kelp_cult18nat_25E_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,E,t1,blade,735,3,,,,,,,,,,,,,,,0,0,70,95,95,,,absent,,,7,73.5,8.41,42,24.5,,died_t2
X_c18n-25E-t2,,,kelp_cult18nat_25E_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,E,t2,na,736,4,1,0.25,,,,,,,,,,,,,70,0,70,95,95,,,,,,,,,,,,died_t2
X_c18n-25E-t3,,,kelp_cult18nat_25E_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,E,t3,mixed (bl/bu),737,,,,,,,,,,,,,,,,95,0,70,95,95,,na,,0,0,,,,,,,died_t2
X_c18n-25E-t4,,,kelp_cult18nat_25E_no_sequence_died_t2,False,True,False,False,False,,,kelp_cult18nat,t2,True,cult,18,nat,25,E,t4,mixed (bl/bu),738,,,,,,,,,,,,,,,,95,0,70,95,95,,,present,,,,,,,,9,died_t2
X_c18n-34A-t1,,,kelp_cult18nat_34A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,34,A,t1,blade,740,3,,,,,,,,,,,,,,,0,0,45,95,,,,absent,,,12,24.3,2.84,6,6.3,,died_t3
X_c18n-34A-t2,,,kelp_cult18nat_34A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,34,A,t2,na,741,4,1,0.25,,,,,,,,,,,,,45,0,45,95,,,,,,,,,,,,,died_t3
X_c18n-34A-t3,,,kelp_cult18nat_34A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,34,A,t3,blade,742,3.5,,,-0.5,-0.125,,,,,0.5,0.0625,,,,,95,0,45,95,,,0.702,,0,0.48,,,,,,,died_t3
